category,name,detail,address,lat,lng
อื่นๆ,บริษัท เดอะพริ้น จำกัด,ตบแต่งสิ่งทอ,"เลขที่ 229/1 ตำบล อ้อมน้อย อำเภอ กระทุ่มแบน สมุทรสาคร",13.70606, 100.30293
โรงงานประกอบชิ้นส่วน,บริษัท เฮอร์ริเคน รีอินเวนชั่น จำกัด,ผลิต และประกอบชิ้นส่วนเครื่องกรองอากาศ เครื่องยนต์, กรองอุตสาหกรรม ชิ้นส่วนอะไหล่เครื่องยนต์,"เลขที่ โฉนดที่ดินเลขที่ 23358,23359 ตำบล อ้อมน้อย อำเภอ กระทุ่มแบน สมุทรสาคร",13.77837, 100.47860
โรงงานประกอบชิ้นส่วน,บริษัท ซิง-เฉิง อุตสาหกรรมเครื่อง (ประเทซศไทย) จำกัด,ผลิตและประกอบเครื่องจักรที่ใช้ในอุตสาหกรรมสิ่งทอ เช่น เครื่องกรอด้าย และเครื่องตรวจผ้า ฯลฯ,"เลขที่ 237/2 ตำบล อ้อมน้อย อำเภอ กระทุ่มแบน สมุทรสาคร",13.69784, 100.30357
โรงงานประกอบชิ้นส่วน,บริษัท อัลไพน์ จำกัด,ผลิตเครื่องปรับอากาศและอุปกรณ์เครื่องปรับอากาศ,"เลขที่ 149/146 ตำบล อ้อมน้อย อำเภอ กระทุ่มแบน สมุทรสาคร",13.71551, 100.44806
โรงงานพลาสติกอื่นๆ,บริษัท ที.พี.พลาสติกการพิมพ์ จำกัด,ผลิตถุงพลาสติก และพิมพ์ถุงพลาสติก,"เลขที่ 130,132 ตำบล อ้อมน้อย อำเภอ กระทุ่มแบน สมุทรสาคร",13.63261, 100.26616
โรงงานห้องเย็นและชำแหละ,บริษัท ซุ่นง้วนโภคภัณฑ์ จำกัด,ถนอมเนื้อสัตว์โดยวิธีอบรมควันใส่เกลือ ดอง ตากแห้ง หรือทำให้เยือกแข็ง,"เลขที่ 129/46 ตำบล อ้อมน้อย อำเภอ กระทุ่มแบน สมุทรสาคร",13.54170, 100.28246
โรงงานอาหารสัตว์,บริษัท ทีเอสดี ฟีด จำกัด,ผลิตอาหารสัตว์,"เลขที่ 60/6-9 ตำบล อ้อมน้อย อำเภอ กระทุ่มแบน สมุทรสาคร",13.47858, 100.09998
อื่นๆ,บริษัท เรดิเอชั่น เฮ้าส์ จำกัด,รีดพับโลหะ,"เลขที่ 12/52 ตำบล อ้อมน้อย อำเภอ กระทุ่มแบน สมุทรสาคร",13.69418, 100.32950
อื่นๆ,บริษัท คอสเมด อินโนเวชั่น จำกัด,ผลิตเครื่องสำอางเช่น สบู่ ,สบู่เหลว,โลชั่นบำรุงผิว,แชมพู,โฟมล้างหน้า,ยาสีฟัน,"เลขที่ 228/488 ตำบล อ้อมน้อย อำเภอ กระทุ่มแบน สมุทรสาคร",13.71747, 100.30664
โรงงานประกอบชิ้นส่วน,บริษัท ท็อป เนล เสต๊ปเปิล มาร์คเกอร์ จำกัด,ทำผลิตภัณฑ์ด้วยวิธีปั๊มหรือกระแทก ทำผลิตภัณฑ์ด้วยเครืองอัดชนิดเกลียว เช่น ตะปู,"เลขที่ 149/152 ตำบล อ้อมน้อย อำเภอ กระทุ่มแบน สมุทรสาคร",13.70024, 100.30705
อื่นๆ,บริษัท เงินออม บิสิเนสกรุ๊ป จำกัด,ผลิตที่นอน หมอน,"เลขที่ ตำบล อ้อมน้อย อำเภอ กระทุ่มแบน สมุทรสาคร",13.7063765, 100.3029442
โรงงานประกอบชิ้นส่วน,บริษัท เทอซิน อุตสาหกรรม จำกัด,ทำฟื้นรองเท้าและชิ้นส่วนรองเท้า,"เลขที่ 62/3 ตำบล อ้อมน้อย อำเภอ กระทุ่มแบน สมุทรสาคร",13.7066374, 100.3018928
โรงงานประกอบชิ้นส่วน,บริษัท โกลด์คิงพัฒนา เซลล์ แอนด์ เซอร์วิส จำกัด,ผลิตเครื่องอัดอากาศ และอุปกรณ์ต่าง ๆ,"เลขที่ 135 ตำบล อ้อมน้อย อำเภอ กระทุ่มแบน สมุทรสาคร",13.706846, 100.299452
อื่นๆ,บริษัท พี.พี.อาร์ โปรดักชั่น จำกัด,ถัก ทอ ผ้ายืด,"เลขที่ 149/94-95 ตำบล อ้อมน้อย อำเภอ กระทุ่มแบน สมุทรสาคร",13.7074295, 100.3091884
โรงงานอาหารและเครื่องดื่ม,บริษัท เอ็นพี ฟู้ดส์ แอนด์ ดิสทริบิวชั่น จำกัด,ผลิตและแปรรูปอาหารจากเนื้อสัตว์ เช่น ลูกชิ้น ไส้กรอก หมูปิ้ง และผลิตน้ำจิ้ม,"เลขที่ 59/39-42 ตำบล อ้อมน้อย อำเภอ กระทุ่มแบน สมุทรสาคร",13.7093,100.3213
