category,name,detail,address,lat,lng
อื่นๆ,บริษัท เอ็น ซี สปินนิ่ง จำกัด,ผลิตเชือกและแถบผ้า,"เลขที่ 9 ตำบล บ้านแพ้ว อำเภอ บ้านแพ้ว สมุทรสาคร",13.6055212, 100.1131074
โรงงานอาหารและเครื่องดื่ม,บริษัท เอสซีจี แกรนด์ จำกัด,กาแฟผงสำเร็จรูป, น้ำผลไม้ชนิดผง, สมุนไพรบรรจุแคปซูล,"เลขที่ 52/54,52/36 ตำบล คอกกระบือ อำเภอ เมืองสมุทรสาคร สมุทรสาคร",13.6055589, 100.3274836
อื่นๆ,ห้างหุ้นส่วนจำกัด ณัฐพัฒน์ เลเบล,พิมพ์สิ่งพิ่มพ์ทุกชนิด,"เลขที่ 52/22 ตำบล คอกกระบือ อำเภอ เมืองสมุทรสาคร สมุทรสาคร",13.605595, 100.3276301
โรงงานประกอบชิ้นส่วน,บริษัท เค.เอส.ทรัพยรุ่งเรือง อินกอต จำกัด,ทำของใช้จากโลหะ เช่น ชิ้นส่วนเครื่องจักร ฯ และหลอมหล่อโลหะ อลูมิเนียม,"เลขที่ 122/2 ตำบล บางน้ำจืด อำเภอ เมืองสมุทรสาคร สมุทรสาคร",13.6056031, 100.3454571
โรงงานประกอบชิ้นส่วน,บริษัท หัวไท่ เทคโนโลยี จำกัด,ผลิตชิ้นส่วนแม่พิมพ์และซ่อมแซมแม่พิมพ์และเคลือบผิวโลหะ,"เลขที่ 111/13 ตำบล บ้านเกาะ อำเภอ เมืองสมุทรสาคร สมุทรสาคร",13.60592, 100.26954
โรงงานพลาสติกอื่นๆ,บริษัท พรอมท์ ซินเซียร์ จำกัด,ผลิตชิ้นส่วนพลาสติกสำหรับเครื่องใช้ไฟฟ้า และผลิตภัณฑ์อิเล็กทรอนิกส์ทุกชนิด,"เลขที่ 80/49 ตำบล บ้านเกาะ อำเภอ เมืองสมุทรสาคร สมุทรสาคร",13.60008, 100.25258
โรงงานประกอบชิ้นส่วน,บริษัท ซีที อิเล็คทริค จำกัด,ผลิตเกี่ยวกับอุปกรณ์ไฟฟ้า เช่น ตู้คอนซูเมอร์ เบรกเกอร์ไฟฟ้า ท่อ PVC และอุปกรณ์ไฟฟ้าทุกชนิด,"เลขที่ 15/16 ตำบล นาดี อำเภอ เมืองสมุทรสาคร สมุทรสาคร",13.6056705, 100.3049117
โรงงานทอผ้า,บริษัท ก้าวรุ่งเทค จำกัด,ถักผ้า,"เลขที่ 368/3 ตำบล คลองมะเดื่อ อำเภอ กระทุ่มแบน สมุทรสาคร",13.6059293, 100.2622552
อื่นๆ,บริษัท วิชัยการยาง (๑๙๙๔) จำกัด,ทำผลิตภัณฑ์จากยางธรรมชาติ และยางเทียม,"เลขที่ ตำบล ท่าเสา อำเภอ กระทุ่มแบน สมุทรสาคร",13.605965, 100.2438339
อื่นๆ,บริษัท เอช.เค.เอช. เพ้นท์แอนด์เคมิคัล จำกัด,ผลิตสีอุตสาหกรรม,"เลขที่ 13/9 ตำบล นาดี อำเภอ เมืองสมุทรสาคร สมุทรสาคร",13.6060223, 100.3033266
โรงงานพลาสติกอื่นๆ,บริษัท เค ยูเนี่ยน แพค จำกัด,ฉีดขึ้นรูปพลาสติก เช่น ถาดพลาสติก,"เลขที่ 29/56-57 ตำบล บางน้ำจืด อำเภอ เมืองสมุทรสาคร สมุทรสาคร",13.60637, 100.33449
อื่นๆ,โรงหล่อหงษ์มณีปฏิมา,หล่อพระพุทธรูป,"เลขที่ 5 ตำบล บางน้ำจืด อำเภอ เมืองสมุทรสาคร สมุทรสาคร",13.6061989, 100.3484737
อื่นๆ,บริษัท สุชิน อินเตอร์ ฟูดส์ จำกัด,ผลิตหนังไก่ทอดกรอบ หนังปลาทอดกรอบ ปูอัดทอดกรอบ,"เลขที่ 56/8 ตำบล นาดี อำเภอ เมืองสมุทรสาคร สมุทรสาคร",13.6062309, 100.3016424
โรงงานอาหารและเครื่องดื่ม,นางภัคฐ์พิชา ธรรมเลอศักดิ์,ทำแผ่นแป้ง Spring Roll,"เลขที่ 52/7 ตำบล คอกกระบือ อำเภอ เมืองสมุทรสาคร สมุทรสาคร",13.60631,100.32829
โรงงานประกอบชิ้นส่วน,บริษัท ซี เอช เอช รีไซเคิล จำกัด,ถอดแยกชิ้นส่วนอุปกรณ์ไฟฟ้าและอิเล็กทรอนิกส์เพื่อนำโลหะกลับมาใช้ประโยชน์ใหม่,"เลขที่ 111/14 ตำบล บ้านเกาะ อำเภอ เมืองสมุทรสาคร สมุทรสาคร",13.6063782, 100.2690592
โรงงานพลาสติกอื่นๆ,บริษัท โปรสมาร์ท แพค จำกัด,ผลิตและจำหน่ายบรรจุภัณฑ์ที่ทำจากพลาสติก,"เลขที่ 88/1 ตำบล คอกกระบือ อำเภอ เมืองสมุทรสาคร สมุทรสาคร",13.606436,100.335005
อื่นๆ,บริษัท ไทย แมชชีนเนอรี่ ซัพพลาย จำกัด,ทำสีน้ำ,"เลขที่ 95083 ตำบล บางน้ำจืด อำเภอ เมืองสมุทรสาคร สมุทรสาคร",13.606509,100.351685
"โรงงานประกอบชิ้นส่วน,บริษัท ชาญชัย เวิร์ค เอ็นจิเนียริ่ง จำกัด,ผลิต ประกอบ ซ่อม ดัดแปลง อุปกรณ์ ยานพาหนะ เช่น รถกู้ภัย รถดับเพลิง รถสุขาเคลื่อนที่ และทำผลิตภัณฑ์จากเหล็ก เช่น 
ตู้ไฟ,""เลขที่ 13/12 ตำบล นาดี อำเภอ เมืองสมุทรสาคร สมุทรสาคร"",13.6065709, 100.3026268"
อื่นๆ,บริษัท ซี.ที.เอส. สเตนเลส จำกัด,ผลิตเครื่องเรือน เครื่องใช้ จากสเตนเลส,"เลขที่ 5/105 ตำบล คอกกระบือ อำเภอ เมืองสมุทรสาคร สมุทรสาคร",13.606577,100.338572
โรงงานกระดาษอื่นๆ,บริษัท เจ เอส เมคคานิค จำกัด,ตัดกระดาษทราย,"เลขที่ 52/72 ตำบล คอกกระบือ อำเภอ เมืองสมุทรสาคร สมุทรสาคร",13.6065928, 100.3276699
โรงงานพลาสติกอื่นๆ,บริษัท ไช่รุ่งโรจน์พลาสติก จำกัด,ผลิตภัณฑ์พลาสติก,"เลขที่ 88/88 ตำบล นาดี อำเภอ เมืองสมุทรสาคร สมุทรสาคร",13.6066062, 100.30671
อื่นๆ,บริษัท ยง ฟง แมชชินเนอรี่ จำกัด,ผลิตและซ่อมแซมเครื่องจักร,"เลขที่ 38/5 ตำบล นาดี อำเภอ เมืองสมุทรสาคร สมุทรสาคร",13.6066296, 100.3108298
โรงงานสารเคมี,บริษัท ไทย อะโกรเทรด จำกัด,ผลิต และแบ่งบรรจุเคมีการเกษตร เช่น ฮอร์โมนอาหารเสริมพืช,"เลขที่ โฉนดที่ดินเลขที่ 109604, 109108, และ95083 ตำบล บางน้ำจืด อำเภอ เมืองสมุทรสาคร สมุทรสาคร",13.606641,100.352196
อื่นๆ,นายประเสริฐ แจ้งกิตติชัย,ทำสีน้ำ,"เลขที่ โฉนดที่ดินเลขที่ 95082 ตำบล บางน้ำจืด อำเภอ เมืองสมุทรสาคร สมุทรสาคร",13.606704,100.35131
โรงงานกระดาษอื่นๆ,ห้างหุ้นส่วนจำกัด สีสรรการพิมพ์,ทำกล่องกระดาษ,"เลขที่ 39/2 ตำบล นาดี อำเภอ เมืองสมุทรสาคร สมุทรสาคร",13.6067384, 100.3125185
โรงงานทอผ้า,พรนภาการทอ,ทอผ้าและเย็บผ้า,"เลขที่ 40/4 ตำบล นาดี อำเภอ เมืองสมุทรสาคร สมุทรสาคร",13.6068,100.3123833
โรงงานพลาสติกอื่นๆ,บริษัท เพชร ดี เค พลาสติก จำกัด,เป่าถุงพลาสติก,"เลขที่ 10/17-18 ตำบล คอกกระบือ อำเภอ เมืองสมุทรสาคร สมุทรสาคร",13.6068407, 100.321172
อื่นๆ,บริษัท เอส.ยู.เอ็น.โกลบอล จำกัด,ทำผลิตภัณฑ์จากยาง เช่น ลูกกลิ้งยาง โรลเลอร์ แท่นยาง,"เลขที่ 89 ตำบล ท่าเสา อำเภอ กระทุ่มแบน สมุทรสาคร",13.6069231, 100.2338609
อื่นๆ,ห้างหุ้นส่วนจำกัด เอ แอนด์ ดี โมลด์,ทำแม่พิมพ์โลหะ,"เลขที่ 18/36 ตำบล นาดี อำเภอ เมืองสมุทรสาคร สมุทรสาคร",13.60701667,100.2817167
อื่นๆ,บริษัท เหรียญเจริญ พลาสติก แมนูแฟคเจอริ่ง จำกัด,รับจ้างเป่าถุงตามขนาดทั่วไป,"เลขที่ โฉนดที่ดินเลขที่ 160121 ตำบล คอกกระบือ อำเภอ เมืองสมุทรสาคร สมุทรสาคร",13.6070213, 100.3351392
โรงงานพลาสติกอื่นๆ,บริษัท เอส.อินดัสทรี จำกัด,ผลิตภัณฑ์พลาสติก เช่น อุปกรณ์ตกแต่งรถยนต์,"เลขที่ 78/6 ตำบล คอกกระบือ อำเภอ เมืองสมุทรสาคร สมุทรสาคร",13.6070733, 100.3552258
โรงงานประกอบชิ้นส่วน,บริษัท เหย้า กลการ จำกัด,กลึงโลหะ เช่น ชิ้นส่วนอุปกรณ์ต่าง ๆ จากโลหะ,"เลขที่ 1/3 ตำบล คอกกระบือ อำเภอ เมืองสมุทรสาคร สมุทรสาคร",13.6070778, 100.31488
อื่นๆ,นายชัยโรจน์ ศิริวิโรจน์สกุล,ผลิตแม่พิมพ์โลหะ,"เลขที่ - ตำบล บางน้ำจืด อำเภอ เมืองสมุทรสาคร สมุทรสาคร",13.60725,100.35512
อื่นๆ,บริษัท มีนา คอสเมติกส์ จำกัด,ผลิตสบู่เเละเครื่องสำอางค์,"เลขที่ 8/8 ตำบล บางน้ำจืด อำเภอ เมืองสมุทรสาคร สมุทรสาคร",13.607268,100.350465
โรงงานประกอบชิ้นส่วน,บริษัท เทพประสิทธิพร วิศวกรรม จำกัด,ผลิตเครื่องมือ เครื่องใช้ทั่วไป เครื่องจักร อุปกรณ์งานเหล็กทุกชนิด,"เลขที่ - ตำบล คอกกระบือ อำเภอ เมืองสมุทรสาคร สมุทรสาคร",13.60728333,100.32145
อื่นๆ,บิ๊กวัน อินเตอร์สตีล,ผลิตดึงเหล็กเพลาขาว,"เลขที่ - ตำบล นาดี อำเภอ เมืองสมุทรสาคร สมุทรสาคร",13.60743333,100.2823167
โรงงานประกอบชิ้นส่วน,บริษัท เเม็ค เอช แอนด์ เอช (ประเทศไทย) จำกัด,หลอมหล่อเหล็ก ผลิตฝาท่อ อุปกรณ์ระบบสุขาภิบาลและระบบประปา โทรศัพท์ฯ,"เลขที่ 88/40 ตำบล นาดี อำเภอ เมืองสมุทรสาคร สมุทรสาคร",13.6074414, 100.3063903
โรงงานประกอบชิ้นส่วน,บริษัท ศิริชัยร่วมมิตร จำกัด,ทำพัดลมและอุปกรณ์พัดลมทุกชนิด กล่องใส่เครื่องมือ และปั๊มโลหะ,"เลขที่ 34/2 ตำบล คอกกระบือ อำเภอ เมืองสมุทรสาคร สมุทรสาคร",13.65072, 100.51206
โรงงานพลาสติกอื่นๆ,บริษัท พาสยาม อินดัสทรี จำกัด,ผลิตภัณฑ์พลาสติกต่าง ๆ เช่น กล่องบรรจุภัณฑ์และอื่น ๆ,"เลขที่ 35/180 ตำบล บางน้ำจืด อำเภอ เมืองสมุทรสาคร สมุทรสาคร",13.61493, 100.35402
โรงงานพลาสติกอื่นๆ,บริษัท อิลีเมนท์ เอ็นเตอร์ไพร์ส (1999) จำกัด,ทำถุงพลาสติกทุกชนิด,"เลขที่ 88/65 ตำบล นาดี อำเภอ เมืองสมุทรสาคร สมุทรสาคร",13.6078933, 100.3063706
อื่นๆ,บริษัท เกรท เครดิบิลิตี้ เมนูแฟ็คทูริ่ง (ไทยแลนด์) จำกัด,การทำเครื่องประดับโดยใช้ เพชร พลอย ไข่มุข ทองคำ ทองขาว เงิน นาค หรืออัญมณี,"เลขที่ 2/10 ตำบล คอกกระบือ อำเภอ เมืองสมุทรสาคร สมุทรสาคร",13.607928,100.334372
โรงงานทอผ้า,บริษัท เจ.โอ.ดี.จำกัด,ผลิตท่อลมด้วยผ้าใบ พี.วี.ซี. และเย็บผ้าใบ พี.วี.ซี. เป็นผืน,"เลขที่ 62/24 ตำบล คอกกระบือ อำเภอ เมืองสมุทรสาคร สมุทรสาคร",13.6081189, 100.3387842
โรงงานอาหารและเครื่องดื่ม,บริษัท น้ำดื่มสกุลดี จำกัด,ผลิตน้ำดื่มและขวดบรรจุน้ำ,"เลขที่ 50 ตำบล นาดี อำเภอ เมืองสมุทรสาคร สมุทรสาคร",13.60842, 100.29719
อื่นๆ,บริษัท สมาร์ทเลเซอร์ จำกัด,ตัด,พับ โลหะ,"เลขที่ 4/1 ตำบล นาดี อำเภอ เมืองสมุทรสาคร สมุทรสาคร",13.6081464, 100.2971423
โรงงานพลาสติกอื่นๆ,บริษัท อินเตอร์ ฟอยล์ โปรดักส์ จำกัด,ทำบรรจุภัณฑ์พลาสติก,"เลขที่ 88/19 ตำบล นาดี อำเภอ เมืองสมุทรสาคร สมุทรสาคร",13.6084867, 100.3055568
โรงงานพลาสติกอื่นๆ,บริษัท พรศรี จำกัด,ทำเครื่องเรือน และเครื่องประดับจากพลาสติก เช่น ขัน กระป๋องน้ำ,"เลขที่ - ตำบล บางน้ำจืด อำเภอ เมืองสมุทรสาคร สมุทรสาคร",13.6085,100.3421833
โรงงานอาหารและเครื่องดื่ม,บริษัท ศ.ทรัพย์มงคลการช่าง จำกัด,สกัดน้ำมันจากเมล็ดปาล์ม,"เลขที่ 24 ตำบล คอกกระบือ อำเภอ เมืองสมุทรสาคร สมุทรสาคร",13.60872,100.34641
โรงงานพลาสติกอื่นๆ,จันทร๋ฉาย แต้เจริญวงศ์,นาง,ทำถุงพลาสติก,"เลขที่ ตำบล บางน้ำจืด อำเภอ เมืองสมุทรสาคร สมุทรสาคร",13.60945,100.3482667
โรงงานกระดาษอื่นๆ,ห้างหุ้นส่วนจำกัด แพคกิ้งไลน์,ทำกล่องกระดาษ,"เลขที่ 37/4 ตำบล บางน้ำจืด อำเภอ เมืองสมุทรสาคร สมุทรสาคร",13.6095021, 100.3594432
โรงงานพลาสติกอื่นๆ,บริษัท เจิ้นเหออุตสาหกรรม จำกัด,ผลิตกระสอบพลาสติก,"เลขที่ 52/73 ตำบล คอกกระบือ อำเภอ เมืองสมุทรสาคร สมุทรสาคร",13.60983, 100.32154
อื่นๆ,บริษัท ไทยเมทัลโปรดักชั่น จำกัด,ปั๊ม กลึง กัด เจาะ ตัด และเชื่อมโลหะ,"เลขที่ 46/57 ตำบล คอกกระบือ อำเภอ เมืองสมุทรสาคร สมุทรสาคร",13.60015, 100.32249
โรงงานอาหารและเครื่องดื่ม,บริษัท เอ็น.อาร์.พัฒนา จำกัด,ผลิตยาและอาหารเสริม,"เลขที่ โฉนดที่ดินเลขที่ 31812,31813 ตำบล บางน้ำจืด อำเภอ เมืองสมุทรสาคร สมุทรสาคร",13.61303, 100.36038
โรงงานพลาสติกอื่นๆ,บริษัท เอสเค อิมพรินท์ จำกัด,พิมพ์สิ่งพิมพ์ต่างๆ เช่น กระดาษอัดลาย แผ่นฟิล์มพลาสติก,"เลขที่ 35/291 ตำบล บางน้ำจืด อำเภอ เมืองสมุทรสาคร สมุทรสาคร",13.6098159, 100.3527784
อื่นๆ,บริษัท โรดสตาร์ จำกัด,ทำแม่พิมพ์โลหะทั่วไป,"เลขที่ ตำบล บางน้ำจืด อำเภอ เมืองสมุทรสาคร สมุทรสาคร",13.609959, 100.3678844
โรงงานพลาสติกอื่นๆ,บริษัท เพาเวอร์โมลด์ แฟคตอรี่ จำกัด,ทำชิ้นส่วนอุปกรณ์ต่าง ๆ ทำแม่พิมพ์โลหะ กลึง เจาะ ปาด คว้าน กัด ไส เจียร เชื่อม โลหะและฉีดพลาสติกชิ้นงาน,"เลขที่ 68/5 ตำบล บางน้ำจืด อำเภอ เมืองสมุทรสาคร สมุทรสาคร",13.61022, 100.36797
โรงงานพลาสติกอื่นๆ,บริษัท สิโน-สตาร์ โมลด์ จำกัด,ทำชิ้นส่วนและอุปกรณ์จากพลาสติก และทำแม่พิมพ์โลหะ กลึง เจาะ คว้าน กัด ไส เจียร เชื่อม,"เลขที่ 68/10 ตำบล บางน้ำจืด อำเภอ เมืองสมุทรสาคร สมุทรสาคร",13.6100007, 100.3680598
โรงงานพลาสติกอื่นๆ,บริษัท เอเชีย อินเตอร์ พลาส 2012 จำกัด,บดย่อยเเละขึ้นรูปพลาสติก,"เลขที่ โฉนดที่ดิน 124949,124950 ตำบล นาดี อำเภอ เมืองสมุทรสาคร สมุทรสาคร",13.61033,100.301803
โรงงานประกอบชิ้นส่วน,บริษัท เอ.เอส.พี.ไดคาสติ้ง จำกัด,ทำชิ้นส่วนหรืออุปกรณ์สำหรับรถจักรยานยนต์จากอลูมิเนียม เช่น มือจับเบรค จับคลัทซ์,"เลขที่ 39/131-132 ตำบล บางน้ำจืด อำเภอ เมืองสมุทรสาคร สมุทรสาคร",13.61036667,100.3467167
โรงงานไม้,บริษัท นิว ลุค ดีไซน์ จำกัด,ผลิตเฟอร์นิเจอร์เหล็กและไม้,"เลขที่ 3/48 ตำบล บางน้ำจืด อำเภอ เมืองสมุทรสาคร สมุทรสาคร",13.610376, 100.3606769
โรงงานอาหารและเครื่องดื่ม,บริษัท ฟู้ด ออนวาร์ด จำกัด,ผลิตอาหารสำเร็จรูป สำหรับรับประทาน,"เลขที่ 35/249 ตำบล บางน้ำจืด อำเภอ เมืองสมุทรสาคร สมุทรสาคร",13.61039, 100.35051
โรงงานพลาสติกอื่นๆ,บริษัท เอ็ม.เอส.จี เมทัล ไวร์ จำกัด,ผลิตสายรัดพลาสติก,เครื่องมือ.ชิ้นส่วนที่ทำจากพลาสติก,"เลขที่ 9/87 ตำบล คอกกระบือ อำเภอ เมืองสมุทรสาคร สมุทรสาคร",13.610759,100.34209
โรงงานพลาสติกอื่นๆ,บริษัท บางกอกพลาสแพ็ค 99 จำกัด,ผลิตภัณฑ์พลาสติก เช่น ฝาขวดพลาสติก, ขวดบรรจุน้ำดื่ม,"เลขที่ 7 ตำบล คอกกระบือ อำเภอ เมืองสมุทรสาคร สมุทรสาคร",13.61109, 100.34158
โรงงานกระดาษอื่นๆ,บริษัท ฟ้าใสอินดัสทรี้ จำกัด,รับจ้างพิมพ์กล่องกระดาษ,"เลขที่ 102/12 ตำบล ท่าเสา อำเภอ กระทุ่มแบน สมุทรสาคร",13.611168,100.259994
โรงงานกระดาษอื่นๆ,บริษัท ส.วัฒนบรรจุภัณฑ์ จำกัด,ผลิตกล่องกระดาษ,"เลขที่ 35/163 ตำบล บางน้ำจืด อำเภอ เมืองสมุทรสาคร สมุทรสาคร",13.6111709, 100.3519625
โรงงานประกอบชิ้นส่วน,ศักดิ์สิทธิ์เมทัลเวิร์ค,ทำชิ้นส่วนหรืออุปกรณ์รถยนต์ เช่น เหล็กรองยางแท่นเครื่องยนต์,"เลขที่ 26/19 ตำบล บางน้ำจืด อำเภอ เมืองสมุทรสาคร สมุทรสาคร",13.61136667,100.3654667
อื่นๆ,บริษัท เอเชี่ยน ไวร์ แอนด์ เคเบิ้ล จำกัด,ผลิตสายไฟหุ้มฉนวน,"เลขที่ 30/6 ตำบล คอกกระบือ อำเภอ เมืองสมุทรสาคร สมุทรสาคร",13.61146667,100.32705
โรงงานพลาสติกอื่นๆ,บริษัท เจ.เทค จำกัด,ผลิตอุปกรณ์พลาสติกที่ใช้เลี้ยงสัตว์ เช่น นก หนู ปลา,"เลขที่ 90 ตำบล บางน้ำจืด อำเภอ เมืองสมุทรสาคร สมุทรสาคร",13.6115012, 100.3688414
โรงงานอาหารและเครื่องดื่ม,บริษัท บิ๊ก วัน โปรดักส์ จำกัด,ผลิตขนมและอาหารสำเร็จรูป,"เลขที่ ตำบล คอกกระบือ อำเภอ เมืองสมุทรสาคร สมุทรสาคร",13.6116,100.3131667
โรงงานพลาสติกอื่นๆ,นางยุพิน แซ่ตั้ง,ทำผลิตภัณฑ์พลาสติกทั่วไป เช่น ตะกร้า กระถางต้นไม้ ถัง และผลิตภัณฑ์พลาสติกอื่นๆ,"เลขที่ 9/5 ตำบล ท่าเสา อำเภอ กระทุ่มแบน สมุทรสาคร",13.611636,100.26218
อื่นๆ,บริษัท ดี.พี.วินเนอร์ อินเตอร์เนชั่นแนล จำกัด,พิมพ์สิ่งพิมพ์ และตบแต่งสิ่งพิมพ์,"เลขที่ 35/351-2 ตำบล บางน้ำจืด อำเภอ เมืองสมุทรสาคร สมุทรสาคร",13.6117399, 100.349557
อื่นๆ,พีระพงศ์คอนกรีตบล๊อค,ผลิตคอนกรีตบล๊อค,"เลขที่ - ตำบล นาดี อำเภอ เมืองสมุทรสาคร สมุทรสาคร",13.61185,100.2900333
อื่นๆ,บริษัท อินเตอร์เนชั่นแนลออยล์โปรดักส์ (1991) จำกัด,แบ่งบรรจุน้ำมันหล่อลื่น,"เลขที่ 13/14 ตำบล บางน้ำจืด อำเภอ เมืองสมุทรสาคร สมุทรสาคร",13.6119725, 100.358428
โรงงานอาหารและเครื่องดื่ม,บริษัท คิง เฟรช ฟาร์ม จำกัด,ผลิตน้ำผักและน้ำผลไม้,"เลขที่ 23/11 ตำบล บางน้ำจืด อำเภอ เมืองสมุทรสาคร สมุทรสาคร",13.612,100.36572
โรงงานอาหารและเครื่องดื่ม,บริษัท เอเซีย สตาร์แลป จำกัด,ผลิตอาหารเสริมสำหรับสัตว์น้ำ ผลิตอาหารเสริม อาหารผสม และอาหารสำเร็จรูปสำหรับสัตว์,"เลขที่ 35/165 ตำบล บางน้ำจืด อำเภอ เมืองสมุทรสาคร สมุทรสาคร",13.6120675, 100.3519645
โรงงานพลาสติกอื่นๆ,บริษัท เคทีซี โพลีแพค จำกัด,ทำผลิตภัณพ์เกี่ยวกับพลาสติก,"เลขที่ 65 ตำบล คอกกระบือ อำเภอ เมืองสมุทรสาคร สมุทรสาคร",13.60206, 100.32755
โรงงานพลาสติกอื่นๆ,บริษัท ทรงสิน พลาสติก จำกัด,ผลิตภัณฑ์พลาสติก เป็นเม็ด แท่ง ท่อ หลอด แผ่น ชิ้น ผง หรือรูปทรงต่าง ๆ,"เลขที่ 35/382 ตำบล บางน้ำจืด อำเภอ เมืองสมุทรสาคร สมุทรสาคร",13.61247, 100.34818
โรงงานพลาสติกอื่นๆ,บริษัท เค แอนด์ พี แซ่เล้า จำกัด,ทำผลิตภัณฑ์จากพลาสติก,"เลขที่ 29/7 ตำบล คอกกระบือ อำเภอ เมืองสมุทรสาคร สมุทรสาคร",13.6122162, 100.319065
โรงงานผลิตเม็ดพลาสติก,บริษัท ซัน ยี นิว แมททีเรียล จำกัด,ผลิตเม็ดพลาสติกรีไซเคิล,"เลขที่ 99/84 ตำบล ท่าเสา อำเภอ กระทุ่มแบน สมุทรสาคร",13.6124062, 100.2530353
โรงงานอาหารและเครื่องดื่ม,บริษัท ปูทอง สแตนดาร์ด ฟู้ด (ไทยแลนด์) จำกัด,ผลิตอาหารสำเร็จรูป เช่น หอยจ้อ แฮกึ้น ลูกชิ้น,"เลขที่ 35/354 ตำบล บางน้ำจืด อำเภอ เมืองสมุทรสาคร สมุทรสาคร",13.6126163, 100.3467976
โรงงานประกอบชิ้นส่วน,บริษัท โซเล็กซ์เมทัล อินดัสเทรียล จำกัด,ทำชิ้นส่วนหรืออุปกรณ์ของผลิตภัณฑ์โลหะ 400000 ชิ้น/ปี,"เลขที่ ตำบล พันท้ายนรสิงห์ อำเภอ เมืองสมุทรสาคร สมุทรสาคร",13.6127324, 100.4370749
อื่นๆ,บริษัท ณัธวรรณ จำกัด,ผลิตยากันยุง,"เลขที่ โฉนดที่ดินเลขที่ 62652 ตำบล ท่าเสา อำเภอ กระทุ่มแบน สมุทรสาคร",13.6127471, 100.2504577
โรงงานพลาสติกอื่นๆ,บริษัท สมบูรณ์ เอส.บี จำกัด,การตัดกระดาษและผลิตถุงพลาสติก,"เลขที่ 36/6 ตำบล บางน้ำจืด อำเภอ เมืองสมุทรสาคร สมุทรสาคร",13.6127481, 100.3619918
โรงงานอาหารและเครื่องดื่ม,บริษัท ไทย แฟร์ ฟู้ดส์ จำกัด,ทำอาหารจากแป้งอย่างใดอย่างหนึ่งหรือหลายอย่าง การทำผลิตภัณฑ์อาหารจากแป้ง เป็นเส้น เม็ด หรือชิ้น,"เลขที่ 35/424 ตำบล บางน้ำจืด อำเภอ เมืองสมุทรสาคร สมุทรสาคร",13.6128139, 100.3513906
โรงงานพลาสติกอื่นๆ,บริษัท ทรีบี พลาสติก จำกัด,ทำแผ่นพื้นพลาสติก เช่น พื้นสนามฟุตบอล,"เลขที่ 91/1 ตำบล นาดี อำเภอ เมืองสมุทรสาคร สมุทรสาคร",13.6128915, 100.3030008
อื่นๆ,แสตนดาร์ดรับเบอร์,ปั๊มโลหะ และกลึงโลหะ,"เลขที่ ตำบล นาดี อำเภอ เมืองสมุทรสาคร สมุทรสาคร",13.61323, 100.30018
อื่นๆ,นางสุชญา เห็นเจริญ,ทำลูกหมากรถสิบล้อและช่วงล่างรถยนต์ทั่วไป,"เลขที่ ตำบล บางน้ำจืด อำเภอ เมืองสมุทรสาคร สมุทรสาคร",13.61291667,100.3516
อื่นๆ,บริษัท ทรัพย์สุนทรโลหะกิจ จำกัด,ผลิตกระดุมโลหะ และปั๊มโลหะทุกชนิด,"เลขที่ 33/9 ตำบล คอกกระบือ อำเภอ เมืองสมุทรสาคร สมุทรสาคร",13.61296667,100.3217
อื่นๆ,บริษัท เอราวัณสายไฟเคเบิ้ล จำกัด,หล่ออลูมิเนียม รีดลวดอลูมิเนียม และรีดลวดทองแดง,"เลขที่ โฉนดที่ดินเลขที่ 42803,42804      ตำบล อ้อมน้อย อำเภอ กระทุ่มแบน สมุทรสาคร",13.67969, 100.26950
โรงงานกระดาษอื่นๆ,บริษัท โกลเด้น เปเปอร์ บ๊อกซ์ จำกัด,ผลิต และพิมพ์กล่องกระดาษ บรรจุภัณพ์ประเภทลูกฟูก,"เลขที่ 35/71 ตำบล บางน้ำจืด อำเภอ เมืองสมุทรสาคร สมุทรสาคร",13.6130077, 100.3520771
โรงงานประกอบชิ้นส่วน,ทรัพย์ทวีการช่าง,ผลิต ประกอบอุปกรณ์ของผลิตภัณฑ์เครื่องใช้ไฟฟ้า,"เลขที่ 33/8 ตำบล คอกกระบือ อำเภอ เมืองสมุทรสาคร สมุทรสาคร",13.61308333,100.3211667
โรงงานพลาสติกอื่นๆ,บริษัท ประกายกานต์ แพคเกจจิ้ง อินดัสเทรียล จำกัด,ผลิตถุงพลาสติก,"เลขที่ 36/16 ตำบล บางน้ำจืด อำเภอ เมืองสมุทรสาคร สมุทรสาคร",13.6131375, 100.3619762
อื่นๆ,นางสาวอรสา แซ่ม้า,หลอมหล่อโลหะ เช่น ทองแดง อลูมิเนียม สังกะสี,"เลขที่ 29/25 ตำบล ท่าเสา อำเภอ กระทุ่มแบน สมุทรสาคร",13.61345,100.247874
อื่นๆ,บริษัท บรันช์ไทม์ จำกัด,ผลิตธัญพืชอบกรอบ,"เลขที่ 3/35-38 ตำบล นาดี อำเภอ เมืองสมุทรสาคร สมุทรสาคร",13.6135292, 100.2909611
อื่นๆ,บริษัท ช รวย ไลท์ติ้ง จำกัด,พ่นสี,"เลขที่ 31/4 ตำบล บางน้ำจืด อำเภอ เมืองสมุทรสาคร สมุทรสาคร",13.6136582, 100.3485058
